Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpRealRet	StdEpRealRet	MaxEpRealRet	MinEpRealRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TotalEnvInteracts	TotalTime
20	0.826996	1.0667048	4.4734845	0.039090358	0.826996	1.0667048	4.4734845	0.039090358	0.70833415	0.63368195	1.7744278	0.060987283	4199	54.25284171104431
40	0.6184926	0.46875322	1.8119894	0.101277314	0.6184926	0.46875322	1.8119894	0.101277314	0.42496124	0.21343963	0.8364637	0.2366079	8199	101.24245834350586
60	0.85911065	0.6190706	2.30409	0.0853192	0.85911065	0.6190706	2.30409	0.0853192	0.33105257	0.12571943	0.5610514	0.18102038	12199	147.22858715057373
80	1.0749266	1.2426392	4.696504	0.09872897	1.0749266	1.2426392	4.696504	0.09872897	0.79503775	0.4951691	1.6443559	0.04853574	16199	192.83963131904602
100	0.63327175	0.74137336	3.5810628	0.04836543	0.63327175	0.74137336	3.5810628	0.04836543	0.70756024	1.0033864	2.900055	0.04958991	20199	238.60612297058105
120	1.1048083	1.2106346	4.2003384	0.0648684	1.1048083	1.2106346	4.2003384	0.0648684	1.5423702	1.1982703	4.040817	0.21929313	24199	284.32017374038696
140	0.8321145	0.7413382	3.0572534	0.1416722	0.8321145	0.7413382	3.0572534	0.1416722	0.5473128	0.5559162	1.7490805	0.13223737	28199	329.92076897621155
160	0.6274376	0.59766877	2.0045094	0.059314795	0.6274376	0.59766877	2.0045094	0.059314795	1.1146656	1.0130775	2.6983576	0.04810977	32199	375.97512578964233
180	0.6277081	0.44893306	1.813973	0.15457979	0.6277081	0.44893306	1.813973	0.15457979	0.62685275	0.5174525	1.7084508	0.15100847	36199	421.70976996421814
200	1.1145183	1.1364537	3.4181437	0.09080925	1.1145183	1.1364537	3.4181437	0.09080925	1.2014521	0.36240965	1.685892	0.5142066	40199	467.5727541446686
220	0.8612192	0.85832	3.2679718	0.105971426	0.8612192	0.85832	3.2679718	0.105971426	0.5891823	0.37717104	1.1681141	0.11778254	44199	513.4509630203247
240	0.9541918	1.2640777	4.2067895	0.07572018	0.9541918	1.2640777	4.2067895	0.07572018	0.6296652	0.58205503	1.8473591	0.061774813	48199	559.4135041236877
260	0.612344	0.58380413	2.2088192	0.101162955	0.612344	0.58380413	2.2088192	0.101162955	0.6931987	0.8132852	2.4651752	0.105965525	52199	605.2014265060425
280	0.69454753	0.6383766	2.1774466	0.025119346	0.69454753	0.6383766	2.1774466	0.025119346	1.085261	0.87784183	2.526782	0.16428222	56199	651.0417153835297
300	0.6184549	0.8585772	3.330988	0.05320018	0.6184549	0.8585772	3.330988	0.05320018	1.2412251	0.55131894	1.893831	0.24069189	60199	697.0318229198456
320	0.94603235	0.8679823	2.77383	0.12087738	0.94603235	0.8679823	2.77383	0.12087738	1.0008084	0.9630014	2.9650528	0.1424713	64199	742.6964433193207
340	1.0251012	0.99311095	4.2389946	0.14826412	1.0251012	0.99311095	4.2389946	0.14826412	0.7739959	1.2277836	3.4615152	0.0349339	68199	788.488673210144
360	1.11859	1.3867898	5.2032576	0.100593716	1.11859	1.3867898	5.2032576	0.100593716	0.30128512	0.16491221	0.65428674	0.15492533	72199	834.3939774036407
380	1.3005244	1.3403708	4.587979	0.124469556	1.3005244	1.3403708	4.587979	0.124469556	0.3159313	0.16954167	0.5949803	0.112114936	76199	880.0518550872803
400	0.7723185	0.6654569	2.512931	0.12351376	0.7723185	0.6654569	2.512931	0.12351376	0.8904205	0.6087839	2.016218	0.31519824	80199	925.4642283916473
420	0.8121338	0.64830315	2.136456	0.13487877	0.8121338	0.64830315	2.136456	0.13487877	0.49792624	0.4991024	1.5801193	0.12256497	84199	971.1632180213928
440	0.8769075	0.7742163	2.618865	0.06642852	0.8769075	0.7742163	2.618865	0.06642852	0.90408295	1.2405652	3.6053286	0.043623094	88199	1016.8617289066315
460	0.946012	1.0003167	3.8621666	0.09918635	0.946012	1.0003167	3.8621666	0.09918635	0.63299304	0.48226684	1.5307461	0.14848524	92199	1062.5968625545502
480	1.0805799	1.080445	3.9151685	0.083948776	1.0805799	1.080445	3.9151685	0.083948776	1.5105678	1.1214917	3.4431458	0.24431206	96199	1108.4012396335602
500	0.84725034	0.92794096	4.2406864	0.06418239	0.84725034	0.92794096	4.2406864	0.06418239	0.38465402	0.3972398	1.249808	0.1170962	100199	1154.18630361557
520	0.7528148	0.7265624	3.3340366	0.06599668	0.7528148	0.7265624	3.3340366	0.06599668	0.5462796	0.19221172	0.87926316	0.24298269	104199	1200.761787891388
540	0.63765144	0.6612949	2.7992108	0.099236205	0.63765144	0.6612949	2.7992108	0.099236205	0.13164504	0.0842095	0.2635652	0.017384999	108199	1246.6340019702911
560	0.9196307	0.76579595	2.9620025	0.097610205	0.9196307	0.76579595	2.9620025	0.097610205	0.21416421	0.09902829	0.40098247	0.08389813	112199	1292.3652441501617
580	1.0395037	1.0262322	3.6416762	0.09158463	1.0395037	1.0262322	3.6416762	0.09158463	1.6328329	1.1022842	3.731297	0.39904	116199	1338.0476114749908
600	0.73737365	0.6740117	2.9004097	0.087384105	0.73737365	0.6740117	2.9004097	0.087384105	0.20123853	0.106042646	0.33773077	0.026962897	120199	1383.8925325870514
620	0.6907645	0.80003834	3.8318028	0.070201695	0.6907645	0.80003834	3.8318028	0.070201695	1.3390287	1.4354255	4.4373407	0.10474964	124199	1429.543704509735
640	0.7007068	0.5103944	1.9246503	0.15666123	0.7007068	0.5103944	1.9246503	0.15666123	0.82878274	0.56023073	1.8423059	0.111338705	128199	1475.254245519638
660	1.3195673	1.087524	4.102136	0.13793325	1.3195673	1.087524	4.102136	0.13793325	0.26593447	0.247815	0.7739698	0.054730624	132199	1520.8911757469177
680	1.2655132	1.2870564	4.871131	0.04625072	1.2655132	1.2870564	4.871131	0.04625072	0.42213824	0.36655474	1.2200675	0.15328817	136199	1566.3003504276276
700	0.9326674	0.9977083	4.3686233	0.11351897	0.9326674	0.9977083	4.3686233	0.11351897	0.30546257	0.24158092	0.72288275	0.032068856	140199	1611.7856562137604
720	0.86936426	0.93161	3.1283767	0.06917696	0.86936426	0.93161	3.1283767	0.06917696	0.9639502	0.83734185	2.4164827	0.20574827	144199	1657.7416071891785
740	0.82191133	0.5575018	1.9342141	0.15981552	0.82191133	0.5575018	1.9342141	0.15981552	0.6969161	0.5036472	1.7576997	0.15943748	148199	1703.5155048370361
760	0.8256467	0.7725111	3.189495	0.06166348	0.8256467	0.7725111	3.189495	0.06166348	0.39250246	0.23269497	0.87732804	0.18617791	152199	1749.449456691742
780	1.1229919	1.5721382	6.5288997	0.08827868	1.1229919	1.5721382	6.5288997	0.08827868	0.43166336	0.38422	1.2394348	0.031220729	156199	1795.3971514701843
800	0.76057047	0.92376405	4.0717745	0.048823863	0.76057047	0.92376405	4.0717745	0.048823863	0.61776334	0.58355236	1.77258	0.025339354	160199	1841.4815497398376
820	0.8651678	0.9025342	3.7875783	0.107939176	0.8651678	0.9025342	3.7875783	0.107939176	0.60797817	0.35171324	1.3330644	0.30198735	164199	1887.3249683380127
840	0.74445796	0.7138154	2.7597883	0.09001994	0.74445796	0.7138154	2.7597883	0.09001994	0.3970298	0.3968157	1.2444501	0.060504317	168199	1933.6851108074188
860	1.3367594	1.1825643	4.6124682	0.17855257	1.3367594	1.1825643	4.6124682	0.17855257	0.34606722	0.26271194	0.84347767	0.050891943	172199	1979.8181366920471
880	0.9038677	0.91051817	3.5111651	0.088664316	0.9038677	0.91051817	3.5111651	0.088664316	0.71161646	0.5512253	1.4799956	0.08512817	176199	2026.0119502544403
900	1.0031306	0.9651345	3.5338566	0.10013224	1.0031306	0.9651345	3.5338566	0.10013224	0.7238125	0.6280149	1.9615039	0.15748234	180199	2071.8004009723663
