Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpRealRet	StdEpRealRet	MaxEpRealRet	MinEpRealRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TotalEnvInteracts	TotalTime
500	172.1343	7.4144297	183.29793	154.7484	172.1343	7.4144297	183.29793	154.7484	134.92871	2.5315237	138.493	130.22986	100199	1167.091693162918
520	159.5914	14.155482	176.72797	131.01437	159.5914	14.155482	176.72797	131.01437	167.04146	20.443077	188.90701	126.134796	104199	1213.5989747047424
540	170.54858	5.360434	181.57805	156.82176	170.54858	5.360434	181.57805	156.82176	135.81244	5.7279077	145.25452	126.221275	108199	1260.1758110523224
560	163.4285	12.036953	186.61151	128.67964	163.4285	12.036953	186.61151	128.67964	157.80156	3.1193714	163.22897	153.76674	112199	1306.2625060081482
580	169.3848	6.1095715	179.92702	158.20268	169.3848	6.1095715	179.92702	158.20268	145.58162	2.1656144	148.34407	142.42067	116199	1352.5995976924896
600	171.59595	4.8957477	181.68292	159.57803	171.59595	4.8957477	181.68292	159.57803	153.46104	2.2912192	157.26338	150.65305	120199	1398.7295770645142
620	172.61661	5.764943	179.84306	157.79947	172.61661	5.764943	179.84306	157.79947	159.18556	0.8690554	160.53253	157.72984	124199	1444.605679512024
640	171.78769	8.297524	184.26675	151.58554	171.78769	8.297524	184.26675	151.58554	147.04128	5.5340962	154.15709	138.37169	128199	1490.4508843421936
660	167.96147	7.032829	176.54205	148.95677	167.96147	7.032829	176.54205	148.95677	157.74915	3.3624463	162.45288	152.21558	132199	1536.5506739616394
680	174.04065	5.0889378	181.69131	163.1842	174.04065	5.0889378	181.69131	163.1842	155.95341	2.8594658	159.14905	150.19983	136199	1582.8165533542633
700	169.36646	5.539455	181.5529	156.87132	169.36646	5.539455	181.5529	156.87132	186.3832	0.6629393	187.72853	185.76732	140199	1628.989721775055
720	173.07698	4.9829035	180.31602	161.39018	173.07698	4.9829035	180.31602	161.39018	172.59282	1.5458779	174.90593	170.82787	144199	1675.4745473861694
740	171.95177	6.288302	183.0912	150.52942	171.95177	6.288302	183.0912	150.52942	158.51082	6.9334517	169.61748	150.93327	148199	1721.5821785926819
760	173.05687	3.9273262	178.38536	164.81792	173.05687	3.9273262	178.38536	164.81792	153.77629	4.1830797	162.19708	149.44638	152199	1768.0554537773132
780	174.59915	3.997052	181.41252	164.47981	174.59915	3.997052	181.41252	164.47981	162.37456	3.6503856	168.13805	157.61673	156199	1814.7702918052673
800	174.09938	5.0453644	182.10518	158.45137	174.09938	5.0453644	182.10518	158.45137	176.39424	2.524313	181.50723	173.51375	160199	1861.6002407073975
820	171.77942	5.1511855	182.10179	156.49258	171.77942	5.1511855	182.10179	156.49258	164.05324	1.5485306	167.2309	162.69977	164199	1908.5164959430695
840	173.09717	5.725446	179.84131	156.49747	173.09717	5.725446	179.84131	156.49747	175.98598	2.0255592	179.63351	173.34715	168199	1954.9391086101532
860	172.36612	5.3874216	179.23949	157.342	172.36612	5.3874216	179.23949	157.342	165.7187	8.568942	183.2638	157.96115	172199	2001.3527221679688
880	173.0844	4.9157677	184.02821	165.06375	173.0844	4.9157677	184.02821	165.06375	179.94258	3.4870613	184.24728	173.59364	176199	2047.8611726760864
900	173.45055	6.022286	185.65845	159.99997	173.45055	6.022286	185.65845	159.99997	172.29211	7.700701	178.64139	155.89146	180199	2093.993768453598
920	172.31012	5.457644	181.32933	162.22614	172.31012	5.457644	181.32933	162.22614	164.0826	1.9006215	167.33353	161.68329	184199	2140.2870173454285
940	174.50435	4.7784357	184.31276	163.95798	174.50435	4.7784357	184.31276	163.95798	164.55028	1.1270313	166.33453	163.1194	188199	2186.574318885803
960	175.23302	4.0360856	181.96915	165.79529	175.23302	4.0360856	181.96915	165.79529	164.85893	2.0950007	167.51762	161.0264	192199	2232.550922393799
980	173.2814	5.689172	181.2679	159.86421	173.2814	5.689172	181.2679	159.86421	147.183	2.026706	150.67575	145.0773	196199	2278.827157497406
1000	172.46709	6.032987	180.60835	160.85962	172.46709	6.032987	180.60835	160.85962	160.52245	5.3796296	166.75513	150.25392	200199	2325.3012778759003
1020	174.29153	4.0059443	182.64073	167.01738	174.29153	4.0059443	182.64073	167.01738	157.43236	1.9192065	159.7937	153.8761	204199	2371.587922811508
1040	175.18478	4.356943	182.49844	163.88986	175.18478	4.356943	182.49844	163.88986	169.8498	1.7119783	173.23947	167.8012	208199	2418.3101177215576
1060	174.8522	4.318257	182.95508	164.18742	174.8522	4.318257	182.95508	164.18742	190.42043	0.8790243	191.69624	188.78809	212199	2464.8596391677856
1080	175.42728	4.4927564	184.17361	164.94612	175.42728	4.4927564	184.17361	164.94612	161.90686	5.303439	173.45532	158.02968	216199	2511.6219165325165
1100	174.04105	5.7466373	181.09578	159.37599	174.04105	5.7466373	181.09578	159.37599	182.6479	2.8437965	187.08153	177.77597	220199	2558.031392097473
1120	175.10786	6.237921	184.0854	161.20918	175.10786	6.237921	184.0854	161.20918	184.77019	1.6012833	187.48816	182.50424	224199	2604.7262167930603
1140	174.41927	7.2200866	185.90852	154.343	174.41927	7.2200866	185.90852	154.343	177.09962	1.1777961	179.44885	175.7428	228199	2651.2130970954895
1160	175.39519	4.385586	185.22609	163.77882	175.39519	4.385586	185.22609	163.77882	171.11938	0.859613	172.17087	169.85701	232199	2697.320329427719
1180	174.15903	4.7152123	183.34734	163.07323	174.15903	4.7152123	183.34734	163.07323	167.33992	1.6776062	170.14565	164.45998	236199	2743.7812707424164
1200	174.49242	5.0766344	179.74966	160.73396	174.49242	5.0766344	179.74966	160.73396	182.48451	3.6140869	186.05551	176.0471	240199	2789.95450258255
1220	172.59595	5.7034492	182.81201	160.8443	172.59595	5.7034492	182.81201	160.8443	175.27614	2.5125532	178.95688	170.79343	244199	2835.6044635772705
1240	176.35556	2.8932266	182.97458	172.00404	176.35556	2.8932266	182.97458	172.00404	178.37419	2.3314042	180.92773	174.15001	248199	2881.510829925537
1260	175.49922	3.580146	179.60402	164.95366	175.49922	3.580146	179.60402	164.95366	191.60625	2.181845	195.02696	188.00395	252199	2927.669626235962
1280	173.75418	6.839502	184.58916	154.06656	173.75418	6.839502	184.58916	154.06656	164.08885	3.4898477	168.00394	157.55194	256199	2974.708692073822
1300	173.91425	4.603591	180.54935	161.21535	173.91425	4.603591	180.54935	161.21535	162.50346	8.734797	180.83633	152.74205	260199	3021.409801721573
1320	175.45683	3.6509843	180.90204	167.59459	175.45683	3.6509843	180.90204	167.59459	167.41829	1.0787573	169.61728	166.33148	264199	3068.3103399276733
1340	172.45561	4.2359514	177.58931	160.53691	172.45561	4.2359514	177.58931	160.53691	185.11584	1.888526	186.54608	181.02771	268199	3114.755254507065
1360	173.49571	5.334531	185.83778	162.19322	173.49571	5.334531	185.83778	162.19322	170.96521	1.9109703	174.90408	168.77956	272199	3161.33367228508
1380	172.63171	5.347745	181.08092	160.43942	172.63171	5.347745	181.08092	160.43942	161.96626	2.2430706	164.031	157.25063	276199	3207.3078722953796
1400	174.91307	4.9508476	182.84758	161.81467	174.91307	4.9508476	182.84758	161.81467	173.68779	2.1304064	177.4551	170.84196	280199	3253.902884721756
1420	174.88559	3.229038	179.85437	167.0389	174.88559	3.229038	179.85437	167.0389	162.33186	2.2417035	166.10042	159.54485	284199	3300.3910133838654
1440	174.43265	4.879288	185.75415	165.00874	174.43265	4.879288	185.75415	165.00874	172.94208	8.253428	180.70953	155.40834	288199	3347.5607213974
1460	175.13219	4.3446226	182.9375	166.27742	175.13219	4.3446226	182.9375	166.27742	186.51318	1.1548707	188.04099	185.01257	292199	3393.698474884033
1480	176.55861	3.5461037	187.04027	170.204	176.55861	3.5461037	187.04027	170.204	177.18364	2.9161656	183.02301	173.48018	296199	3439.803388118744
1500	174.37944	3.920296	181.09694	162.92899	174.37944	3.920296	181.09694	162.92899	170.15273	0.94379234	171.48889	168.30774	300199	3486.360201358795
1520	173.61826	4.2051105	183.69829	165.44724	173.61826	4.2051105	183.69829	165.44724	172.71257	1.993163	176.10237	169.53754	304199	3532.8939361572266
1540	176.94035	3.947743	183.01123	169.89235	176.94035	3.947743	183.01123	169.89235	129.15569	0.9833383	130.08415	127.06607	308199	3579.279394388199
1560	174.17906	4.386124	182.08081	160.83852	174.17906	4.386124	182.08081	160.83852	149.73608	2.175938	152.82399	145.83275	312199	3625.7433683872223
1580	175.58774	4.7564898	187.01845	166.95589	175.58774	4.7564898	187.01845	166.95589	165.66231	2.0939977	170.15349	163.7964	316199	3671.9611208438873
1600	173.90063	6.844241	184.16263	159.08975	173.90063	6.844241	184.16263	159.08975	168.20604	1.115041	169.59978	166.64503	320199	3718.159333229065
1620	176.5037	4.4255123	186.0715	167.9274	176.5037	4.4255123	186.0715	167.9274	180.24742	5.940643	192.25694	174.30229	324199	3764.4746515750885
1640	174.65959	4.13585	182.37617	165.1945	174.65959	4.13585	182.37617	165.1945	168.80078	3.865661	175.77702	163.6403	328199	3810.600707769394
1660	175.77313	3.7793946	181.43877	166.95442	175.77313	3.7793946	181.43877	166.95442	164.83397	2.8137145	168.7355	159.83325	332199	3857.3219950199127
1680	175.40044	4.945798	182.67099	159.96701	175.40044	4.945798	182.67099	159.96701	159.04738	1.9937961	162.67007	156.71143	336199	3903.2258701324463
1700	175.60838	3.20492	182.25897	168.16017	175.60838	3.20492	182.25897	168.16017	175.74995	0.53363985	176.43079	174.6902	340199	3949.380096435547
1720	174.72632	4.5539684	182.00409	166.76076	174.72632	4.5539684	182.00409	166.76076	160.48985	1.2480277	162.78595	158.99704	344199	3995.956021308899
1740	173.7421	5.718141	181.63716	160.10132	173.7421	5.718141	181.63716	160.10132	154.59486	0.9793297	155.69464	152.93713	348199	4041.5878870487213
1760	174.20738	4.2121863	180.30377	162.92294	174.20738	4.2121863	180.30377	162.92294	152.42397	2.8434157	155.2627	146.47252	352199	4088.18846988678
1780	174.70158	4.177728	181.79979	164.11171	174.70158	4.177728	181.79979	164.11171	171.02295	1.1220195	172.43172	168.78268	356199	4134.615160703659
1800	174.96587	5.371464	184.1009	162.44641	174.96587	5.371464	184.1009	162.44641	143.80363	2.3602042	148.3471	140.55975	360199	4182.446575164795
1820	174.68279	4.0480876	183.61755	164.85242	174.68279	4.0480876	183.61755	164.85242	150.38023	1.2088269	152.81628	148.97282	364199	4230.20864033699
1840	173.91705	4.438968	182.35936	165.40517	173.91705	4.438968	182.35936	165.40517	154.64738	0.72471005	155.85265	153.41405	368199	4277.970020055771
1860	176.08524	4.044858	183.66226	167.71217	176.08524	4.044858	183.66226	167.71217	166.17659	2.1533296	169.16248	162.90921	372199	4325.659739017487
1880	175.00589	2.8943102	180.12505	168.55353	175.00589	2.8943102	180.12505	168.55353	175.3257	4.01403	181.90294	169.58649	376199	4373.203961849213
1900	176.82346	5.784304	186.17856	165.77629	176.82346	5.784304	186.17856	165.77629	148.00177	1.081057	149.65193	145.95677	380199	4420.854263544083
1920	176.1608	4.8330035	186.4822	163.4808	176.1608	4.8330035	186.4822	163.4808	169.60393	1.7258703	172.0732	166.98067	384199	4467.946703910828
1940	175.68047	4.299447	184.57101	168.73346	175.68047	4.299447	184.57101	168.73346	169.20024	1.3101908	171.09604	166.90744	388199	4515.680119752884
1960	175.2551	4.1000924	182.71098	168.28352	175.2551	4.1000924	182.71098	168.28352	170.72368	3.8010206	178.23172	165.84602	392199	4563.043357849121
1980	175.2257	7.653494	185.14734	153.36096	175.2257	7.653494	185.14734	153.36096	162.65358	0.93794304	163.95412	161.02821	396199	4610.41045331955
2000	176.69838	3.0674694	183.70477	168.38898	176.69838	3.0674694	183.70477	168.38898	172.59474	1.3944947	175.27602	171.17297	400199	4657.7195727825165
2020	179.07706	2.7336953	184.25972	172.57301	179.07706	2.7336953	184.25972	172.57301	173.19695	1.2929817	174.71162	170.63739	404199	4705.405412435532
2040	178.71089	4.395412	184.26106	162.8453	178.71089	4.395412	184.26106	162.8453	176.19041	1.3834304	178.1787	174.01253	408199	4752.187589883804
2060	179.64348	1.8089948	181.93147	176.16486	179.64348	1.8089948	181.93147	176.16486	172.37257	7.0906057	179.01399	157.1533	412199	4799.495671749115
2080	179.42075	2.8679233	186.04004	175.70552	179.42075	2.8679233	186.04004	175.70552	168.5374	9.690204	189.67271	161.81021	416199	4846.7514815330505
2100	178.57446	2.2616339	182.28012	172.0623	178.57446	2.2616339	182.28012	172.0623	168.66939	1.3047776	169.9652	166.12506	420199	4893.198616027832
2120	179.51834	2.492561	186.29118	174.5605	179.51834	2.492561	186.29118	174.5605	175.07501	6.0570307	188.27328	171.00432	424199	4939.552800655365
2140	179.48102	2.4911098	182.32425	171.29257	179.48102	2.4911098	182.32425	171.29257	161.15715	1.5912899	163.58789	158.27536	428199	4986.299639225006
2160	179.18764	2.0731423	181.77342	174.74289	179.18764	2.0731423	181.77342	174.74289	178.17531	2.362716	180.49364	173.13293	432199	5032.9958589077
2180	179.90547	2.7462506	186.73175	174.45113	179.90547	2.7462506	186.73175	174.45113	156.93602	0.5088372	157.55298	155.89787	436199	5080.225433349609
2200	179.18475	2.9450593	185.5323	171.86067	179.18475	2.9450593	185.5323	171.86067	164.7434	0.4083448	165.48654	164.16531	440199	5126.845048666
2220	179.2487	3.268841	185.46585	172.09044	179.2487	3.268841	185.46585	172.09044	170.67493	1.5455245	173.3842	168.17487	444199	5174.284759759903
2240	178.8105	1.9061317	182.31882	173.44168	178.8105	1.9061317	182.31882	173.44168	168.58418	1.4907888	170.71126	166.08371	448199	5221.052141189575
2260	179.0333	2.0791845	185.43584	176.00443	179.0333	2.0791845	185.43584	176.00443	163.62553	1.8181162	166.54643	161.38292	452199	5267.7293882369995
2280	179.82391	2.4752328	184.3779	172.98189	179.82391	2.4752328	184.3779	172.98189	171.98607	0.8506534	172.9926	170.47621	456199	5313.964463233948
2300	179.83153	1.7123516	182.19415	176.48647	179.83153	1.7123516	182.19415	176.48647	158.58653	2.8969102	161.70456	152.59059	460199	5360.329295158386
2320	179.73306	2.2064679	183.25714	174.7655	179.73306	2.2064679	183.25714	174.7655	169.56177	5.2895947	175.39853	158.60526	464199	5407.166229963303
2340	180.36882	1.9941586	184.87018	177.72968	180.36882	1.9941586	184.87018	177.72968	167.98967	1.4277875	170.33208	166.50772	468199	5454.616070985794
2360	179.5611	2.4770885	184.12895	175.56593	179.5611	2.4770885	184.12895	175.56593	172.00801	2.920638	174.34666	165.7538	472199	5502.042108774185
2380	181.48352	2.9013226	186.75435	176.45372	181.48352	2.9013226	186.75435	176.45372	172.27425	1.8390064	175.87526	169.96123	476199	5549.481958150864
2400	180.3005	2.5892324	186.39314	176.33165	180.3005	2.5892324	186.39314	176.33165	172.02022	1.7666442	175.0919	169.62021	480199	5595.8530626297
2420	178.31592	2.765399	185.88637	173.4405	178.31592	2.765399	185.88637	173.4405	180.9297	1.3421382	182.78221	179.17108	484199	5642.438677787781
2440	179.91719	2.5173886	185.56824	176.22076	179.91719	2.5173886	185.56824	176.22076	174.9375	2.0958564	177.75806	170.84013	488199	5689.714154005051
2460	179.5984	2.9008198	186.42351	172.87376	179.5984	2.9008198	186.42351	172.87376	168.69798	7.0182333	176.2207	153.92516	492199	5737.113510847092
2480	180.13016	2.4058182	184.71796	174.63672	180.13016	2.4058182	184.71796	174.63672	164.479	1.4759929	166.5883	162.06366	496199	5783.713414907455
2500	178.99973	3.420376	184.54391	170.57637	178.99973	3.420376	184.54391	170.57637	170.9671	6.4439173	175.44963	157.00372	500199	5830.440751791
2520	180.26108	2.3669443	184.66011	174.6478	180.26108	2.3669443	184.66011	174.6478	162.8534	2.125117	166.15202	159.18509	504199	5876.990344762802
2540	178.93	4.154201	186.77826	168.76923	178.93	4.154201	186.77826	168.76923	165.62505	2.7613854	171.5452	163.47777	508199	5924.091828346252
2560	180.15315	2.3532782	184.8518	175.83562	180.15315	2.3532782	184.8518	175.83562	166.71455	2.9763186	171.81598	162.71913	512199	5970.676527500153
2580	180.04248	2.950108	184.33928	171.32489	180.04248	2.950108	184.33928	171.32489	169.59435	4.3546524	173.60378	160.34795	516199	6017.692244768143
2600	180.08833	1.0621675	182.25633	178.09346	180.08833	1.0621675	182.25633	178.09346	170.89577	1.2488161	172.92688	169.25233	520199	6064.285399675369
2620	180.37605	3.502111	187.12303	170.41968	180.37605	3.502111	187.12303	170.41968	165.71191	6.5957174	177.6221	154.91333	524199	6111.076506853104
2640	181.19058	2.3925884	187.53322	178.01532	181.19058	2.3925884	187.53322	178.01532	158.18336	1.5025972	160.33617	155.35469	528199	6158.799674510956
2660	178.93774	2.6415584	184.2038	173.6858	178.93774	2.6415584	184.2038	173.6858	157.1382	1.3699757	159.24797	155.02022	532199	6205.752602100372
2680	179.55054	2.5215127	184.43419	175.61168	179.55054	2.5215127	184.43419	175.61168	161.00502	2.3382747	165.8506	158.49286	536199	6252.457027196884
2700	179.86343	1.8247449	182.81505	176.34163	179.86343	1.8247449	182.81505	176.34163	175.27415	1.3715131	177.91682	173.61366	540199	6298.919612407684
2720	179.8364	2.4833605	184.19266	175.95186	179.8364	2.4833605	184.19266	175.95186	171.16917	1.3932253	172.82347	169.05685	544199	6345.739504098892
2740	180.05392	2.8407373	184.79738	174.01518	180.05392	2.8407373	184.79738	174.01518	179.53972	1.7674283	181.44208	176.54224	548199	6392.433609962463
2760	178.70322	2.2045493	182.0775	172.16527	178.70322	2.2045493	182.0775	172.16527	173.15703	1.0643188	175.11812	171.94337	552199	6438.831880331039
2780	180.57289	2.5670733	184.73235	175.25519	180.57289	2.5670733	184.73235	175.25519	168.93367	3.0928683	174.74419	164.95712	556199	6485.986701488495
2800	179.24994	2.788738	184.85788	173.89444	179.24994	2.788738	184.85788	173.89444	170.93456	2.7840617	174.73816	166.25311	560199	6533.068103313446
2820	180.4689	2.576761	186.13252	175.86427	180.4689	2.576761	186.13252	175.86427	171.95052	1.4870298	174.07455	169.40079	564199	6580.330417394638
2840	180.02316	2.7206273	185.85251	174.80362	180.02316	2.7206273	185.85251	174.80362	162.51234	1.3532778	165.19928	161.1576	568199	6627.156061172485
2860	179.85507	2.3427756	184.75795	174.76659	179.85507	2.3427756	184.75795	174.76659	168.27605	3.3519654	173.06607	162.7388	572199	6673.729289770126
2880	179.2958	2.0664866	183.15797	175.41476	179.2958	2.0664866	183.15797	175.41476	166.27156	12.351139	193.268	157.98805	576199	6720.340640544891
2900	179.46259	2.7578897	185.22153	174.76476	179.46259	2.7578897	185.22153	174.76476	173.70569	1.4250197	176.20602	172.1544	580199	6766.8524532318115
2920	180.53	2.680466	185.91095	176.13773	180.53	2.680466	185.91095	176.13773	166.34535	1.1957626	168.70636	164.69472	584199	6815.071388959885
2940	179.03946	3.5102856	185.57985	171.15912	179.03946	3.5102856	185.57985	171.15912	172.91008	2.5185041	177.10497	169.60529	588199	6862.895209789276
2960	179.79572	2.1860104	183.52127	174.4072	179.79572	2.1860104	183.52127	174.4072	162.81346	1.0314932	163.86755	161.09799	592199	6909.60200881958
2980	178.88931	2.242973	182.49014	174.21371	178.88931	2.242973	182.49014	174.21371	178.6772	6.470049	192.53835	172.4068	596199	6956.043578863144
3000	178.89111	2.3424623	182.27425	174.27884	178.89111	2.3424623	182.27425	174.27884	164.49461	2.298887	168.46642	161.62605	600199	7002.808564186096
3020	179.22275	3.2072515	184.48892	170.68797	179.22275	3.2072515	184.48892	170.68797	169.89394	2.5420182	174.59578	166.42809	604199	7049.424106359482
3040	179.73705	1.966046	182.5267	176.09444	179.73705	1.966046	182.5267	176.09444	171.23137	6.5839972	182.94173	160.18723	608199	7096.290808439255
3060	179.96234	2.4077876	185.25797	174.1719	179.96234	2.4077876	185.25797	174.1719	176.54126	4.7970414	186.77281	172.51053	612199	7143.051902770996
3080	180.10995	2.6914566	184.27171	175.00867	180.10995	2.6914566	184.27171	175.00867	161.619	3.033741	166.21811	157.62907	616199	7190.14349937439
3100	179.17097	3.1090326	185.3553	170.27754	179.17097	3.1090326	185.3553	170.27754	161.27142	1.9414433	163.74136	158.34677	620199	7237.160293340683
3120	179.16002	2.439534	183.23782	173.74127	179.16002	2.439534	183.23782	173.74127	171.25624	0.8448528	172.84544	170.34793	624199	7283.969582796097
3140	179.319	2.4672782	183.58397	175.77406	179.319	2.4672782	183.58397	175.77406	169.89427	2.5537004	175.36919	167.79149	628199	7330.686664819717
3160	178.88504	3.354794	183.31169	168.43417	178.88504	3.354794	183.31169	168.43417	168.67055	9.381253	189.01181	162.03342	632199	7377.6957676410675
3180	179.61505	2.138399	184.00107	176.86131	179.61505	2.138399	184.00107	176.86131	166.95203	3.8942409	172.80902	162.62585	636199	7424.894141674042
3200	181.13237	2.4593258	187.58203	176.38911	181.13237	2.4593258	187.58203	176.38911	155.45097	2.6192284	159.45401	151.04565	640199	7473.115917205811
3220	178.9384	4.240138	186.6149	165.5278	178.9384	4.240138	186.6149	165.5278	161.61186	0.65508723	162.4573	160.70078	644199	7522.867373943329
3240	179.40765	2.598809	185.58014	173.80075	179.40765	2.598809	185.58014	173.80075	159.38158	2.269882	163.05055	157.30887	648199	7570.709196805954
3260	180.28409	2.1939447	184.12122	176.59428	180.28409	2.1939447	184.12122	176.59428	166.72011	3.1140692	171.66985	162.93108	652199	7617.9189195632935
3280	179.43065	2.4302475	182.7157	173.36601	179.43065	2.4302475	182.7157	173.36601	165.63379	3.0553408	171.14941	161.99019	656199	7664.714907407761
3300	179.14542	2.207341	182.91803	174.40105	179.14542	2.207341	182.91803	174.40105	160.00063	1.9270812	161.95169	156.0343	660199	7711.924664020538
3320	179.2564	2.3315916	183.77324	173.58807	179.2564	2.3315916	183.77324	173.58807	164.83412	0.8455739	165.96075	163.62549	664199	7759.186310768127
3340	179.20938	2.1696677	184.56432	174.457	179.20938	2.1696677	184.56432	174.457	166.5884	1.8401692	168.65704	162.88063	668199	7806.4785714149475
3360	178.22687	2.3826888	182.85025	171.84554	178.22687	2.3826888	182.85025	171.84554	162.52122	2.578917	167.26024	158.47159	672199	7853.775784254074
3380	178.57721	2.1139357	184.19672	174.45296	178.57721	2.1139357	184.19672	174.45296	166.35759	1.2579248	168.05571	164.82259	676199	7901.043230772018
3400	179.89676	2.1946561	183.94202	175.15266	179.89676	2.1946561	183.94202	175.15266	168.11449	1.7142081	171.73286	166.43709	680199	7948.773235321045
3420	179.82341	2.530968	184.52048	175.2346	179.82341	2.530968	184.52048	175.2346	173.4981	1.9345782	176.60693	170.7939	684199	7995.808115005493
3440	179.2312	2.7093813	182.18436	170.37572	179.2312	2.7093813	182.18436	170.37572	174.60071	0.46763125	175.46187	174.03879	688199	8043.087935686111
3460	179.41777	4.148677	185.49857	167.87598	179.41777	4.148677	185.49857	167.87598	170.70258	4.031161	179.09915	166.57896	692199	8090.032883405685
3480	179.22185	2.6351337	184.32411	174.52403	179.22185	2.6351337	184.32411	174.52403	175.48866	1.1279386	177.20616	173.66331	696199	8137.77064538002
3500	180.1998	2.6258345	186.45941	174.98354	180.1998	2.6258345	186.45941	174.98354	178.65239	6.2621207	191.87279	173.43968	700199	8186.898278474808
3520	179.52823	2.594954	182.96278	171.66539	179.52823	2.594954	182.96278	171.66539	160.19354	4.86045	166.41248	153.57161	704199	8234.783002614975
3540	179.49794	2.6212947	182.67647	172.24992	179.49794	2.6212947	182.67647	172.24992	172.86494	4.2262974	181.86559	168.54048	708199	8282.010240793228
3560	179.68361	2.3864639	185.27258	175.96873	179.68361	2.3864639	185.27258	175.96873	169.85463	4.8601346	174.56715	159.45987	712199	8329.28487110138
3580	179.9336	2.3800123	185.6278	175.88185	179.9336	2.3800123	185.6278	175.88185	165.84729	6.0181017	170.3925	152.82433	716199	8377.0913336277
3600	178.71901	2.7621944	184.49712	171.21597	178.71901	2.7621944	184.49712	171.21597	157.77666	4.9792004	168.56711	153.92986	720199	8424.194878578186
3620	178.08069	2.0989249	181.26895	173.9476	178.08069	2.0989249	181.26895	173.9476	174.4619	3.2873843	180.42352	169.26682	724199	8472.006471395493
