Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpRealRet	StdEpRealRet	MaxEpRealRet	MinEpRealRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TotalEnvInteracts	TotalTime
2280	178.61232	2.8010452	184.70204	171.1011	178.61232	2.8010452	184.70204	171.1011	159.10045	1.114984	160.8934	157.41737	456199	5349.149173498154
2300	178.43552	2.0482874	181.12614	174.13243	178.43552	2.0482874	181.12614	174.13243	169.05357	2.374391	172.31271	165.00598	460199	5397.693413734436
2320	178.96556	2.3779545	184.22302	175.21461	178.96556	2.3779545	184.22302	175.21461	165.02226	2.8883352	169.12477	159.69218	464199	5445.573623418808
2340	179.4984	2.5033937	184.50728	173.54523	179.4984	2.5033937	184.50728	173.54523	168.81554	1.9111022	171.15544	165.65988	468199	5495.619464635849
2360	179.97162	2.125217	183.14728	174.29295	179.97162	2.125217	183.14728	174.29295	164.71309	1.2801149	167.10695	163.20633	472199	5544.559853315353
2380	176.80612	3.8973677	181.80513	163.14232	176.80612	3.8973677	181.80513	163.14232	165.37541	1.4382745	167.53346	163.19704	476199	5592.878546476364
2400	178.05025	2.7064037	182.75124	173.32161	178.05025	2.7064037	182.75124	173.32161	154.73091	4.52434	159.42365	145.38089	480199	5641.510929822922
2420	179.63387	2.281782	184.8564	175.96962	179.63387	2.281782	184.8564	175.96962	159.3977	1.6438897	161.31944	156.32779	484199	5689.4328100681305
2440	179.50351	2.6227493	184.8868	174.31036	179.50351	2.6227493	184.8868	174.31036	168.37813	6.1511817	175.48491	155.5751	488199	5737.7153577804565
2460	177.73024	2.3311777	182.36078	172.30406	177.73024	2.3311777	182.36078	172.30406	180.42778	2.2006156	182.85005	176.26595	492199	5785.7818439006805
2480	179.9349	3.049092	188.4675	175.01274	179.9349	3.049092	188.4675	175.01274	175.05334	2.4285715	179.28004	172.13893	496199	5833.20889377594
2500	178.32404	2.715204	184.27469	172.17235	178.32404	2.715204	184.27469	172.17235	169.29143	1.1516355	170.67264	166.98033	500199	5881.147541284561
2520	180.01605	2.44245	183.66449	175.37668	180.01605	2.44245	183.66449	175.37668	164.69409	2.4991064	169.04138	161.42685	504199	5928.283849954605
2540	177.88397	2.4894512	183.5082	174.58725	177.88397	2.4894512	183.5082	174.58725	169.69292	1.4333376	171.74455	167.6393	508199	5976.059673786163
2560	179.42302	3.5073664	183.30904	166.99048	179.42302	3.5073664	183.30904	166.99048	167.54866	1.1158969	169.13245	165.74475	512199	6023.86638045311
2580	178.50703	2.6581428	184.7097	172.25545	178.50703	2.6581428	184.7097	172.25545	177.19829	5.031692	186.9824	170.04686	516199	6071.556354522705
2600	178.31282	2.0991776	183.43135	173.82492	178.31282	2.0991776	183.43135	173.82492	166.1366	6.304547	172.18027	152.86148	520199	6119.617138385773
2620	178.74461	2.2334692	183.03745	175.47188	178.74461	2.2334692	183.03745	175.47188	175.34727	1.94747	178.22197	172.59323	524199	6170.101941585541
2640	178.52516	2.2464828	182.99406	174.56729	178.52516	2.2464828	182.99406	174.56729	178.41637	8.337349	186.37114	160.85674	528199	6218.736185312271
2660	178.65776	2.4586391	181.75539	169.63353	178.65776	2.4586391	181.75539	169.63353	168.09583	1.640437	170.79361	165.32288	532199	6266.598551034927
2680	178.79846	2.6886225	184.0051	172.96007	178.79846	2.6886225	184.0051	172.96007	174.2234	1.5637981	177.34454	172.39522	536199	6314.335783004761
2700	178.99808	2.3199801	182.79703	176.03467	178.99808	2.3199801	182.79703	176.03467	169.83264	0.98735195	171.27644	168.18927	540199	6362.018523931503
2720	178.616	3.114661	183.28009	169.35326	178.616	3.114661	183.28009	169.35326	166.08473	0.8201105	167.18233	165.00037	544199	6409.899839401245
2740	178.6706	3.0145504	184.85005	171.68585	178.6706	3.0145504	184.85005	171.68585	172.84288	1.5947767	174.76668	169.75485	548199	6457.5407910346985
2760	178.22812	2.4260595	182.70439	173.58333	178.22812	2.4260595	182.70439	173.58333	180.81581	1.9185712	184.62492	178.24002	552199	6505.137854099274
2780	178.56876	2.7382357	183.00426	171.20764	178.56876	2.7382357	183.00426	171.20764	173.52893	2.1843164	175.7656	170.38683	556199	6553.087129354477
2800	179.44637	2.071316	184.05809	174.34157	179.44637	2.071316	184.05809	174.34157	170.1894	1.6518776	171.67598	166.98032	560199	6600.87625002861
2820	180.08755	3.045162	186.6272	175.27942	180.08755	3.045162	186.6272	175.27942	175.04834	5.908909	187.66035	169.34381	564199	6648.527428627014
2840	177.28976	3.6087158	181.49931	164.37956	177.28976	3.6087158	181.49931	164.37956	169.10701	5.430884	173.59203	157.3639	568199	6696.396500349045
2860	178.14468	2.4298038	182.43059	174.0939	178.14468	2.4298038	182.43059	174.0939	171.00914	0.9498356	173.0245	170.05495	572199	6743.69708776474
2880	179.13457	2.3314226	184.53418	175.07434	179.13457	2.3314226	184.53418	175.07434	165.63622	0.46043503	166.36203	164.95163	576199	6791.350983381271
2900	178.22632	2.5995944	182.7027	171.85258	178.22632	2.5995944	182.7027	171.85258	178.4845	1.6177049	181.24359	176.11865	580199	6840.120632410049
2920	178.79085	2.2667553	183.049	174.11247	178.79085	2.2667553	183.049	174.11247	165.45616	1.7989293	167.18663	161.78154	584199	6887.886452913284
2940	178.81424	3.455511	186.50212	173.44702	178.81424	3.455511	186.50212	173.44702	167.37831	2.2182353	170.0696	164.38208	588199	6935.332500219345
2960	177.68468	2.8273633	182.29305	168.43846	177.68468	2.8273633	182.29305	168.43846	174.78357	0.96098757	176.63034	173.73766	592199	6983.669066429138
2980	179.33609	2.632105	184.81892	174.52899	179.33609	2.632105	184.81892	174.52899	171.41258	1.8472283	174.69498	168.60432	596199	7031.118399620056
3000	179.67918	2.3666465	184.20125	175.78639	179.67918	2.3666465	184.20125	175.78639	167.76689	3.8361752	175.04768	163.223	600199	7078.797881364822
3020	179.15414	2.7695384	183.8244	172.10687	179.15414	2.7695384	183.8244	172.10687	167.06557	0.86113113	168.47385	165.6669	604199	7126.285215377808
3040	179.33983	2.3289037	185.21434	175.7953	179.33983	2.3289037	185.21434	175.7953	168.5561	1.0479478	170.58514	167.12346	608199	7174.333685874939
3060	178.62633	2.010107	184.14777	176.01373	178.62633	2.010107	184.14777	176.01373	172.27612	2.1229353	176.4766	169.86317	612199	7221.282270669937
3080	179.31564	1.3197137	182.66826	177.21666	179.31564	1.3197137	182.66826	177.21666	174.90056	4.0436234	183.68477	171.882	616199	7269.114016294479
3100	178.44566	2.5669737	184.96028	171.84929	178.44566	2.5669737	184.96028	171.84929	164.58736	2.1015885	168.37845	161.7836	620199	7316.389565944672
3120	180.07889	2.1112592	184.29196	176.37093	180.07889	2.1112592	184.29196	176.37093	174.67726	1.0285403	176.235	173.0759	624199	7363.741636276245
3140	179.54195	3.1322408	185.77275	174.26596	179.54195	3.1322408	185.77275	174.26596	179.92772	2.752233	185.22948	176.98318	628199	7411.719557285309
3160	179.32602	3.9778116	183.55486	164.53676	179.32602	3.9778116	183.55486	164.53676	175.22083	6.701391	181.34229	160.88852	632199	7459.413889408112
3180	178.56268	3.2138033	186.76392	172.50157	178.56268	3.2138033	186.76392	172.50157	178.14503	6.5845714	192.06458	171.61029	636199	7506.0554575920105
3200	178.25076	2.4591618	183.92067	173.36943	178.25076	2.4591618	183.92067	173.36943	179.47762	1.7027516	182.7872	177.62411	640199	7552.883090019226
3220	179.89772	2.8419602	187.17137	176.93736	179.89772	2.8419602	187.17137	176.93736	162.11314	1.7666793	164.92441	159.90764	644199	7600.076277256012
3240	178.19937	3.0982945	182.45975	172.00941	178.19937	3.0982945	182.45975	172.00941	173.24553	3.1002512	178.33461	168.2014	648199	7646.907764196396
3260	178.69614	2.715103	182.50322	171.27702	178.69614	2.715103	182.50322	171.27702	172.44978	2.9718041	178.0784	168.8175	652199	7694.0303773880005
3280	178.52858	2.4616158	181.36935	173.04973	178.52858	2.4616158	181.36935	173.04973	177.73659	3.3264964	184.53006	174.1583	656199	7740.702821016312
3300	179.52867	2.8249547	184.74144	173.96562	179.52867	2.8249547	184.74144	173.96562	172.84407	1.0730783	174.60593	171.43839	660199	7787.450039386749
3320	179.75864	3.010758	185.55876	172.73367	179.75864	3.010758	185.55876	172.73367	168.0216	2.2829158	172.55219	165.50934	664199	7834.393451452255
3340	180.65689	2.8236032	186.76096	174.95645	180.65689	2.8236032	186.76096	174.95645	171.76746	1.1847497	173.0154	169.83382	668199	7881.403445243835
3360	179.66718	3.5244656	187.23941	173.95514	179.66718	3.5244656	187.23941	173.95514	167.35303	0.66062	168.58463	166.48387	672199	7928.652204990387
3380	180.08308	2.515756	184.88724	175.70135	180.08308	2.515756	184.88724	175.70135	173.58057	1.6623523	175.54524	170.4851	676199	7975.620175123215
3400	179.47928	1.9789894	184.74019	177.22371	179.47928	1.9789894	184.74019	177.22371	164.77118	2.8186994	168.9097	159.38985	680199	8022.564714670181
3420	180.1797	2.6221273	187.60939	176.5892	180.1797	2.6221273	187.60939	176.5892	173.20369	1.6818391	175.3838	170.53963	684199	8070.044484138489
3440	178.65688	2.694509	183.3075	174.49327	178.65688	2.694509	183.3075	174.49327	177.78607	4.446243	182.52658	168.47258	688199	8117.495701789856
3460	179.30238	2.9046087	185.44089	171.25093	179.30238	2.9046087	185.44089	171.25093	168.08327	3.109972	170.41544	161.33424	692199	8163.918422937393
3480	179.5877	3.5275786	185.07756	171.75153	179.5877	3.5275786	185.07756	171.75153	176.00581	2.7972417	179.7847	170.70189	696199	8210.55061674118
3500	179.41689	2.183975	182.27885	175.43924	179.41689	2.183975	182.27885	175.43924	160.677	3.2877917	167.63103	157.30307	700199	8257.459119319916
3520	179.74396	2.2110171	183.62227	175.6683	179.74396	2.2110171	183.62227	175.6683	170.5227	0.9610768	171.50023	168.65736	704199	8303.799401521683
3540	179.57486	2.2995977	182.88968	174.9684	179.57486	2.2995977	182.88968	174.9684	158.64943	5.174566	163.79285	147.70901	708199	8350.35489487648
3560	180.02235	2.2417986	184.61996	175.96095	180.02235	2.2417986	184.61996	175.96095	169.45186	1.4475617	171.2683	166.89336	712199	8397.011555194855
3580	180.08412	3.6683123	186.19014	171.99037	180.08412	3.6683123	186.19014	171.99037	176.01762	1.2141634	178.27254	174.19302	716199	8443.89498925209
3600	179.96053	3.0543697	186.00232	174.61076	179.96053	3.0543697	186.00232	174.61076	169.61638	3.2838814	176.31628	165.5523	720199	8490.566150426865
3620	178.49693	2.7283986	185.05444	174.89633	178.49693	2.7283986	185.05444	174.89633	158.56566	1.2588772	160.18529	156.62825	724199	8537.32476067543
